🧨凯少爷4K直播,#genre#
CCTV16,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000016 
CCTV17,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000513 

CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8 
CCTV2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8 
CCTV3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8 
CCTV4,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8 
CCTV5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8 
CCTV5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8 
CCTV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8 
CCTV7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8 
CCTV8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8 
CCTV9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8 
CCTV10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8 
CCTV11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8 
CCTV12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8 
CCTV13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8 
CCTV14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8 
CCTV15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8 
CCTV16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8 
CCTV17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

💝卫视频道👉全网,#genre#
东方卫视,http://rihou.cc:567/dd.php?id=dfws
吉林卫视,http://rihou.cc:567/dd.php?id=jlws
青海卫视,http://rihou.cc:567/dd.php?id=qhws
陕西卫视,http://rihou.cc:567/dd.php?id=sxws
湖北卫视,http://rihou.cc:567/dd.php?id=hubws
江西卫视,http://rihou.cc:567/dd.php?id=jxws
江苏卫视,http://rihou.cc:567/dd.php?id=jsws
广东卫视,http://rihou.cc:567/dd.php?id=gdws
湾区卫视,http://rihou.cc:567/dd.php?id=dwqws

北京卫视,http://bjlive.outside.live.pthv.gitv.tv/live/BJWShd-8M/live.m3u8
东方卫视,http://bjlive.outside.live.pthv.gitv.tv/live/DFWShd-8M/live.m3u8
浙江卫视,http://bjlive.outside.live.pthv.gitv.tv/live/ZJWShd-8M/live.m3u8
江苏卫视,http://bjlive.outside.live.pthv.gitv.tv/live/JSWShd-8M/live.m3u8
湖南卫视,http://bjlive.outside.live.pthv.gitv.tv/live/HuNWShd-8M/live.m3u8
广东卫视,http://bjlive.outside.live.pthv.gitv.tv/live/GDWShd-8M/live.m3u8
深圳卫视,http://bjlive.outside.live.pthv.gitv.tv1/live/SZWShd-8M/live.m3u8
安徽卫视,http://bjlive.outside.live.pthv.gitv.tv/live/AHWShd-8M/live.m3u8
山东卫视,http://bjlive.outside.live.pthv.gitv.tv/live/SDWShd-8M/live.m3u8
东南卫视,http://bjlive.outside.live.pthv.gitv.tv/live/DNWShd-8M/live.m3u8
天津卫视,http://bjlive.outside.live.pthv.gitv.tv/live/TJWShd-8M/live.m3u8
辽宁卫视,http://zhancheng.x3322.net:6699/live/1030/index.m3u8
海南卫视,http://zhancheng.x3322.net:6699/live/1044/index.m3u8
江西卫视,http://bjlive.outside.live.pthv.gitv.tv/live/JXWShd-8M/live.m3u8
湖北卫视,http://bjlive.outside.live.pthv.gitv.tv1/live/HuBWShd-8M/live.m3u8
广西卫视,http://bjlive.outside.live.pthv.gitv.tv/live/GXWS-1500k/live.m3u8
四川卫视,http://bjlive.outside.live.pthv.gitv.tv/live/SCWS-1500k/live.m3u8
云南卫视,http://bjlive.outside.live.pthv.gitv.tv/live/YNWS-1500k/live.m3u8
贵州卫视,http://bjlive.outside.live.pthv.gitv.tv/live/GZWShd-8M/live.m3u8
宁夏卫视,http://bjlive.outside.live.pthv.gitv.tv/live/NXWS-1500k/live.m3u8
重庆卫视,http://bjlive.outside.live.pthv.gitv.tv/live/CQWShd-8M/live.m3u8
西藏卫视,http://bjlive.outside.live.pthv.gitv.tv/live/XZWS-1500k/live.m3u8
新疆卫视,http://bjlive.outside.live.pthv.gitv.tv/live/XJWS-1500k/live.m3u8
甘肃卫视,http://bjlive.outside.live.pthv.gitv.tv/live/GSWS-1500k/live.m3u8
内蒙卫视,http://bjlive.outside.live.pthv.gitv.tv/live/NMGWS-1500k/live.m3u8
吉林卫视,http://bjlive.outside.live.pthv.gitv.tv/live/JLWShd-8M/live.m3u8
兵团卫视,http://bjlive.outside.live.pthv.gitv.tv/live/BTWS-1500k/live.m3u8
黑龙江视,http://bjlive.outside.live.pthv.gitv.tv/live/HLJWShd-8M/live.m3u8
北京卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265027
东方卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265018
江苏卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265030
浙江卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265031
湖南卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265024
广东卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265034
深圳卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265028
天津卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265026
安徽卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265025
东南卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265033
河北卫视,http://www.72444165.xyz:5005/itv/bestzb/5000000006000040016
河南卫视,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031119
湖北卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265023
广西卫视,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031118
四川卫视,http://www.72444165.xyz:5005/itv/bestzb/5000000004000006119
重庆卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265017
贵州卫视,http://www.72444165.xyz:5005/itv/bestzb/5000000004000025843
海南卫视,http://www.72444165.xyz:5005/itv/bestzb/5000000004000006211
山东卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265019
江西卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265032
辽宁卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265022
青海卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000002000013359
云南卫视,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031120
甘肃卫视,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031121
吉林卫视,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031117
黑龙江视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265029
华数__4K,http://www.72444165.xyz:5005/itv/wasusyt/6000000003000004748
纯享__4K,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000011651
黑莓电影,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000019624
黑莓动画,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000021734
哒啵电竞,http://www.72444165.xyz:5005/itv/ystenlive/1000000006000032327
哒啵赛事,http://www.72444165.xyz:5005/itv/ystenlive/1000000001000003775
精品综合,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000019008
精品大剧,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000013968
精品纪录,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000013730
精品体育,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000014634
精品萌宠,http://www.72444165.xyz:5005/itv/ystenlive/1000000006000032328
爱情喜剧,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000010
超级电视,http://www.72444165.xyz:5005/itv/ystenlive/1000000006000268003
超级电影,http://www.72444165.xyz:5005/itv/ystenlive/1000000003000012426
超级体育,http://www.72444165.xyz:5005/itv/ystenlive/1000000001000009601
超级综艺,http://www.72444165.xyz:5005/itv/ystenlive/1000000006000268002
潮妈辣婆,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000018
东北热剧,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000266013
动作电影,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000018653
古装剧场,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000024
欢乐剧场,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000266012
家庭剧场,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000008284
金牌综艺,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000026167
惊悚悬疑,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000024282
军旅剧场,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000014
军事评论,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000022
魅力潇湘,http://www.72444165.xyz:5005/itv/ystenlive/1000000001000006197
明星大片,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000016
农业致富,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000003
武博世界,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000007
炫舞未来,http://www.72444165.xyz:5005/itv/ystenlive/1000000001000000515
怡伴健康,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000266011
中国功夫,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000009
iH爱体育,http://www.72444165.xyz:5005/itv/wasusyt/6000000006000290630
劲爆体育,http://www.72444165.xyz:5005/itv/bestzb/5000000002000029972
魅力足球,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031207
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8


💝咪咕频道👉全网,#genre#
CCTV1,http://rihou.cc:567/dd.php?id=cctv1
CCTV2,http://rihou.cc:567/dd.php?id=cctv2
CCTV3,http://rihou.cc:567/dd.php?id=cctv3
CCTV4,http://rihou.cc:567/dd.php?id=cctv4
CCTV4欧洲,http://rihou.cc:567/dd.php?id=cctv4o
CCTV4美洲,http://rihou.cc:567/dd.php?id=cctv4a
CCTV5,http://rihou.cc:567/dd.php?id=cctv5
CCTV5+,http://rihou.cc:567/dd.php?id=cctv5p
CCTV6,http://rihou.cc:567/dd.php?id=cctv6
CCTV7,http://rihou.cc:567/dd.php?id=cctv7
CCTV8,http://rihou.cc:567/dd.php?id=cctv8
CCTV9,http://rihou.cc:567/dd.php?id=cctv9
CCTV10,http://rihou.cc:567/dd.php?id=cctv10
CCTV11,http://rihou.cc:567/dd.php?id=cctv11
CCTV12,http://rihou.cc:567/dd.php?id=cctv12
CCTV13,http://rihou.cc:567/dd.php?id=cctv13
CCTV14,http://rihou.cc:567/dd.php?id=cctv14
CCTV15,http://rihou.cc:567/dd.php?id=cctv15
CCTV17,http://rihou.cc:567/dd.php?id=cctv17
中央新影-发现之旅,http://rihou.cc:567/dd.php?id=fxzl
中央新影-老故事,http://rihou.cc:567/dd.php?id=lgs
中央新影-中学生,http://rihou.cc:567/dd.php?id=zxs
CGTN纪录,http://rihou.cc:567/dd.php?id=cgtnjl
CGTN西语,http://rihou.cc:567/dd.php?id=cgtne
CGTN阿语,http://rihou.cc:567/dd.php?id=cgtna
CGTN法语,http://rihou.cc:567/dd.php?id=cgtnf
CGTN俄语,http://rihou.cc:567/dd.php?id=cgtnr
CHC家庭影院,http://rihou.cc:567/dd.php?id=chcjt
CHC动作电影,http://rihou.cc:567/dd.php?id=chcdz
东方卫视,http://rihou.cc:567/dd.php?id=dfws
吉林卫视,http://rihou.cc:567/dd.php?id=jlws
青海卫视,http://rihou.cc:567/dd.php?id=qhws
陕西卫视,http://rihou.cc:567/dd.php?id=sxws
湖北卫视,http://rihou.cc:567/dd.php?id=hubws
江西卫视,http://rihou.cc:567/dd.php?id=jxws
江苏卫视,http://rihou.cc:567/dd.php?id=jsws
广东卫视,http://rihou.cc:567/dd.php?id=gdws
大湾区卫视,http://rihou.cc:567/dd.php?id=dwqws
海南卫视,http://rihou.cc:567/dd.php?id=hinws
重庆卫视,http://rihou.cc:567/dd.php?id=cqws
辽宁卫视,http://rihou.cc:567/dd.php?id=lnws
内蒙古卫视,http://rihou.cc:567/dd.php?id=nmws
宁夏卫视,http://rihou.cc:567/dd.php?id=nxws
甘肃卫视,http://rihou.cc:567/dd.php?id=gsws
山东卫视,http://rihou.cc:567/dd.php?id=sdws
湖南卫视,http://rihou.cc:567/dd.php?id=hunws
四川卫视,http://rihou.cc:567/dd.php?id=scws
新疆卫视,http://rihou.cc:567/dd.php?id=xjws
西藏卫视,http://rihou.cc:567/dd.php?id=xzws
四海钓鱼,http://rihou.cc:567/dd.php?id=shdy
江苏教育,http://rihou.cc:567/dd.php?id=jsjy
山东教育,http://rihou.cc:567/dd.php?id=sdjy
游戏风云,http://rihou.cc:567/dd.php?id=yxfy
欢笑剧场,http://rihou.cc:567/dd.php?id=hxjc
之江纪录,http://rihou.cc:567/dd.php?id=zjjl
杭州综合,http://rihou.cc:567/dd.php?id=hzzh
杭州明珠,http://rihou.cc:567/dd.php?id=hzmz
杭州生活,http://rihou.cc:567/dd.php?id=hzsh
杭州影视,http://rihou.cc:567/dd.php?id=hzys
杭州少儿体育,http://rihou.cc:567/dd.php?id=hzse
嵊泗新闻综合,http://rihou.cc:567/dd.php?id=ssxwzh
普陀新闻综合,http://rihou.cc:567/dd.php?id=ptxwzh
高清大片,http://rihou.cc:567/dd.php?id=gqdp
经典此字符被系统屏蔽电影,http://rihou.cc:567/dd.php?id=jdxgdy
军事迷必看大片,http://rihou.cc:567/dd.php?id=jsdp
热剧联播,http://rihou.cc:567/dd.php?id=rjlb
赛事最经典,http://rihou.cc:567/dd.php?id=sszjd
体坛名栏汇,http://rihou.cc:567/dd.php?id=ttmlh
新片放映厅,http://rihou.cc:567/dd.php?id=xpfyt
Y+剧场,http://rihou.cc:567/dd.php?id=yjjc
熊猫频道高清,http://rihou.cc:567/dd.php?id=xmhd
熊猫频道1,http://rihou.cc:567/dd.php?id=xm1
熊猫频道2,http://rihou.cc:567/dd.php?id=xm2
熊猫频道3,http://rihou.cc:567/dd.php?id=xm3
熊猫频道4,http://rihou.cc:567/dd.php?id=xm4
熊猫频道5,http://rihou.cc:567/dd.php?id=xm5
熊猫频道6,http://rihou.cc:567/dd.php?id=xm6
熊猫频道7,http://rihou.cc:567/dd.php?id=xm7
熊猫频道8,http://rihou.cc:567/dd.php?id=xm8
熊猫频道9,http://rihou.cc:567/dd.php?id=xm9
熊猫频道10,http://rihou.cc:567/dd.php?id=xm10
💝央视频道👉IPV6,#genre#
CCTV1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8
CCTV2,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000502/index.m3u8?
CCTV3,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8
CCTV4,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226428/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8
CCTV5+,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8
CCTV6,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8
CCTV7,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8
CCTV8,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226008/index.m3u8
CCTV9,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225734/index.m3u8
CCTV10,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226473/index.m3u8
CCTV11,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226565/index.m3u8
CCTV12,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/index.m3u8
CCTV13,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226537/index.m3u8
CCTV14,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8
CCTV15,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226476/index.m3u8
CCTV16,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8
CCTV17,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/index.m3u8
CHC高清电影,http://cg14.hunancatv.cn:9090/live/CHCGQ_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604315487&srchost=172.16.22.158:8060&gid=QTVto%2BZu6pkkcNYy4OxcMg%3D%3D
CHC动作电影,http://cg0.hunancatv.cn:9090/live/CHCDZDY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316076&srchost=172.16.22.158:8060&gid=ZF3q5L%2FmYWch1qWqTIPAjw%3D%3D
CHC家庭影院,http://cg11.hunancatv.cn:9090/live/CHCJTYY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316833&srchost=172.16.22.158:8060&gid=c%2BNqgq8pR1ZQ7ZzcmkS8%2BQ%3D%3D
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8
💝卫视频道👉IPV6,#genre#
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/index.m3u8

凤凰中文,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://58.144.154.93/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://58.144.154.93/qctv.fengshows.cn/live/0701phk72.m3u8
北京卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226450/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226307/index.m3u8
东方卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226345/index.m3u8
四川卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226338/index.m3u8
天津卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226459/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226391/index.m3u8
山东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226456/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226313/index.m3u8
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226248/index.m3u8
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226549/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226310/index.m3u8
江西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226344/index.m3u8
河北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226406/index.m3u8
河南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226480/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226339/index.m3u8
海南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226465/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226477/index.m3u8
山西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000021220/1.m3u8
东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226341/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226474/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226546/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226409/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226327/index.m3u8
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
宁夏卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/8/3221226454/index.m3u8
陕西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000007495/1.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226397/index.m3u8
甘肃卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225633/index.m3u8
云南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010119/1.m3u8
三沙卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000117/1.m3u8
青海卫视,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225628/index.m3u8
新疆卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225635/index.m3u8
西藏卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/6603041244077933770/1.m3u8
兵团卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226439/index.m3u8
延边卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226516/index.m3u8
安多卫视,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225659/index.m3u8
厦门卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000266006/1.m3u8
康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225660/index.m3u8
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/index.m3u8
中国教育1台,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225652/index.m3u8
中国教育2台,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226425/index.m3u8
中国教育4台,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225783/index.m3u8

上海纪实人文,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225738/index.m3u8
